Final_preprocessing/output/0/face_94808.jpg,0
Final_preprocessing/output/0/face_98076.jpg,0
Final_preprocessing/output/0/face_90139.jpg,0
Final_preprocessing/output/0/face_32510.jpg,0
Final_preprocessing/output/0/face_89252.jpg,0
Final_preprocessing/output/0/face_52708.jpg,0
Final_preprocessing/output/40/face_64115.jpg,unknown
Final_preprocessing/output/40/face_74991.jpg,86
Final_preprocessing/output/40/face_44292.jpg,86
Final_preprocessing/output/40/face_96881.jpg,unknown
Final_preprocessing/output/40/face_85662.jpg,86
Final_preprocessing/output/40/face_65863.jpg,86
test/new_faces_aligned/4_806812.jpg,unknown
test/new_faces_aligned/5_30664.jpg,unknown
test/new_faces_aligned/4_634535.jpg,unknown
test/new_faces_aligned/1_733164.jpg,unknown
test/new_faces_aligned/5_95214.jpg,unknown
test/new_faces_aligned/2_733041.jpg,unknown
test/new_faces_aligned/0_627991.jpg,unknown
test/new_faces_aligned/1_127624.jpg,unknown
test/new_faces_aligned/3_720419.jpg,unknown
test/new_faces_aligned/0_48624.jpg,unknown
test/new_faces_aligned/4_554551.jpg,unknown
test/new_faces_aligned/4_415371.jpg,unknown
